Corpus,Threat Model,LLM,Metric,Higher is Better,Slope,Slope Std,Slope HDI Lower,Slope HDI Upper,ROPE,Conclusion
RJ,logreg,claude-3.5,pinc,True,0.004436360793318603,0.03313997929671163,-0.05937696568944699,0.07105749266852189,0.003313997929671163,Inconclusive
RJ,svm,claude-3.5,binary_acc1,False,0.51414739131651,0.3991001031461163,-0.24660243032852677,1.3191158537395065,0.03991001031461164,Inconclusive
RJ,svm,claude-3.5,binary_acc5,False,0.2137946331303304,0.21551641630774784,-0.21624769092791732,0.6277931107215878,0.021551641630774786,Inconclusive
RJ,svm,claude-3.5,true_class_confidence,False,0.08964116408252484,0.12108069054063143,-0.1498992982751382,0.3267151921025463,0.012108069054063144,Inconclusive
RJ,svm,claude-3.5,entropy,True,0.15050002336975815,0.11640269610445554,-0.07863313853621277,0.3748526863113299,0.011640269610445555,Inconclusive
RJ,svm,claude-3.5,bertscore,True,-0.0024281799303667137,0.026454656217986084,-0.053505745783378446,0.05101653844682626,0.0026454656217986088,Inconclusive
RJ,svm,claude-3.5,pinc,True,0.004795619063057108,0.03296141642110842,-0.06189228258205742,0.06792061528604966,0.003296141642110842,Inconclusive
RJ,roberta,claude-3.5,binary_acc1,False,0.523628758579951,0.4030008797958882,-0.27217163020989865,1.2974609866550046,0.040300087979588825,Inconclusive
RJ,roberta,claude-3.5,binary_acc5,False,0.21839130570291235,0.21359000644662576,-0.21644575413727846,0.6164224838684592,0.021359000644662576,Inconclusive
RJ,roberta,claude-3.5,true_class_confidence,False,0.08705713425347361,0.12207757165093927,-0.1494407381411524,0.3258659954880616,0.012207757165093928,Inconclusive
RJ,roberta,claude-3.5,entropy,True,0.15574651900509398,0.11754975059592432,-0.07283003065677404,0.3866073448664511,0.011754975059592433,Inconclusive
RJ,roberta,claude-3.5,bertscore,True,-0.002414611980250798,0.026500664848920146,-0.05372777618267591,0.048941457692797445,0.002650066484892015,Inconclusive
RJ,roberta,claude-3.5,pinc,True,0.004598247359237604,0.034031900217402294,-0.06386164395234827,0.06861665365122856,0.00340319002174023,Inconclusive
RJ,logreg,gpt-4o,binary_acc1,False,0.40337804012646417,0.30831908777787853,-0.19053862852788775,0.9959158550821284,0.030831908777787853,Inconclusive
RJ,logreg,gpt-4o,binary_acc5,False,0.011138550777909238,0.1957909328425492,-0.3799057427419432,0.3857283382986988,0.01957909328425492,Inconclusive
RJ,logreg,gpt-4o,true_class_confidence,False,0.08886560808152509,0.12234295715822252,-0.15673629871492134,0.32242820267936223,0.012234295715822253,Inconclusive
RJ,logreg,gpt-4o,entropy,True,-0.09915286509085391,0.11174613190464229,-0.3127295882932005,0.1240897945265077,0.01117461319046423,Inconclusive
RJ,logreg,gpt-4o,bertscore,True,0.025875123914932165,0.03696687385705539,-0.04669167347131416,0.09696097827850307,0.0036966873857055393,Inconclusive
